timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-04-10,28323.76000000,29770.00000000,28170.00000000,29637.34000000,67754.06220000,2023-04-10 23:59:59.999,1955300943.17083050,1285695,36147.62326000,1043138687.59161250,0
2023-04-11,29637.35000000,30550.00000000,29590.00000000,30200.42000000,67990.07621000,2023-04-11 23:59:59.999,2046078278.08211760,1340458,34766.92718000,1046250622.29345680,0
2023-04-12,30200.43000000,30486.00000000,29637.40000000,29888.07000000,62049.48451000,2023-04-12 23:59:59.999,1863497606.14153030,1246556,31136.38576000,935223730.57256700,0
2023-04-13,29888.07000000,30595.00000000,29854.59000000,30373.84000000,51934.11731000,2023-04-13 23:59:59.999,1571091101.12996720,1054144,26767.65298000,809748635.00258690,0
2023-04-14,30373.84000000,31000.00000000,29966.00000000,30466.93000000,75984.19452000,2023-04-14 23:59:59.999,2323267494.38023010,1504180,38406.59006000,1174371283.56516650,0
2023-04-15,30466.93000000,30595.60000000,30202.00000000,30295.09000000,25429.81247000,2023-04-15 23:59:59.999,772211097.61401600,732418,12424.34509000,377293528.31290670,0
2023-04-16,30295.10000000,30549.99000000,30120.00000000,30304.65000000,26431.99322000,2023-04-16 23:59:59.999,801322926.15256510,708233,13163.73591000,399115587.00359810,0
2023-04-17,30304.66000000,30316.06000000,29240.65000000,29430.27000000,56441.81127000,2023-04-17 23:59:59.999,1675287761.43303550,1137294,26880.17771000,797711012.80718160,0
2023-04-18,29430.27000000,30485.00000000,29096.78000000,30380.01000000,62004.89434000,2023-04-18 23:59:59.999,1861001491.97869730,1141562,32417.57068000,972769560.73030390,0
2023-04-19,30380.01000000,30413.53000000,28520.00000000,28797.10000000,86575.48656000,2023-04-19 23:59:59.999,2541283888.30344700,1699891,41467.78872000,1217556267.20109590,0
2023-04-20,28797.10000000,29088.30000000,28010.00000000,28243.65000000,76879.09372000,2023-04-20 23:59:59.999,2198854031.42474610,1434642,36919.58585000,1055949765.77249960,0
2023-04-21,28243.65000000,28374.02000000,27125.00000000,27262.84000000,77684.76790000,2023-04-21 23:59:59.999,2164667611.93546060,1463628,38419.13612000,1070540576.47579210,0
2023-04-22,27262.84000000,27882.72000000,27140.35000000,27816.85000000,36023.69686000,2023-04-22 23:59:59.999,989379475.32182320,859500,18612.89655000,511200971.63622680,0
2023-04-23,27816.85000000,27816.85000000,27311.25000000,27590.60000000,34812.09581000,2023-04-23 23:59:59.999,959389698.75725510,873485,17610.47671000,485328645.69431090,0
2023-04-24,27590.59000000,28000.00000000,26942.82000000,27510.93000000,53111.56874000,2023-04-24 23:59:59.999,1458406515.64042130,1211080,25641.28044000,704079582.65149220,0
2023-04-25,27510.93000000,28399.99000000,27192.00000000,28300.79000000,52325.14637000,2023-04-25 23:59:59.999,1446329375.24273110,1087067,26833.47192000,742069216.99895360,0
2023-04-26,28300.80000000,30036.00000000,27235.00000000,28415.29000000,129228.40403000,2023-04-26 23:59:59.999,3719701461.90916330,2261942,64540.55521000,1857698379.26540040,0
2023-04-27,28415.29000000,29890.00000000,28378.86000000,29472.77000000,95430.82431000,2023-04-27 23:59:59.999,2784859692.36461990,1990148,48601.97474000,1418439305.61790460,0
2023-04-28,29472.77000000,29599.54000000,28891.00000000,29311.70000000,54298.16578000,2023-04-28 23:59:59.999,1590683771.66819790,1129240,26659.21640000,780784851.54703740,0
2023-04-29,29311.69000000,29448.88000000,29031.00000000,29230.45000000,20466.83058000,2023-04-29 23:59:59.999,599466910.04666210,619319,10024.59978000,293627195.70583270,0
2023-04-30,29230.45000000,29969.39000000,29079.59000000,29233.21000000,39752.53720000,2023-04-30 23:59:59.999,1172155267.87618970,949458,19894.27252000,586711670.55607390,0
2023-05-01,29233.20000000,29337.34000000,27666.95000000,28068.26000000,64433.65958000,2023-05-01 23:59:59.999,1828221138.95443980,1362793,30761.92690000,872712018.18082540,0
2023-05-02,28068.26000000,28879.88000000,27872.00000000,28669.86000000,50824.52240000,2023-05-02 23:59:59.999,1441733922.01164440,1174697,24789.36748000,703206831.78018060,0
2023-05-03,28669.85000000,29266.66000000,28113.69000000,29026.16000000,64615.79213000,2023-05-03 23:59:59.999,1845961218.84324360,1502909,32291.20998000,922549963.25075790,0
2023-05-04,29026.16000000,29379.83000000,28663.64000000,28838.16000000,42575.47501000,2023-05-04 23:59:59.999,1233816136.16065770,961542,20470.21240000,593281438.93813760,0
2023-05-05,28838.16000000,29677.00000000,28800.00000000,29505.61000000,58415.83048000,2023-05-05 23:59:59.999,1709786814.90113400,1288027,29071.98606000,850975342.64243030,0
2023-05-06,29505.60000000,29820.00000000,28300.00000000,28848.20000000,49249.28459000,2023-05-06 23:59:59.999,1429517892.78050220,1221021,23315.95073000,676717267.01172240,0
2023-05-07,28848.19000000,29138.29000000,28395.23000000,28430.10000000,30003.41028000,2023-05-07 23:59:59.999,865838535.32638210,855425,14904.01102000,430162358.62942520,0
2023-05-08,28430.09000000,28631.01000000,27262.00000000,27668.79000000,68244.36179000,2023-05-08 23:59:59.999,1903052694.66841270,1600637,32347.56935000,901988104.11036000,0
2023-05-09,27668.80000000,27818.00000000,27353.00000000,27628.27000000,40113.31069000,2023-05-09 23:59:59.999,1106923908.30584690,1003698,20094.09737000,554561922.80537130,0
2023-05-10,27628.28000000,28331.42000000,26777.00000000,27598.75000000,71155.11355000,2023-05-10 23:59:59.999,1971173412.43550200,1534579,34398.83676000,953153016.50961890,0
2023-05-11,27598.74000000,27630.14000000,26702.05000000,26968.62000000,47635.31365000,2023-05-11 23:59:59.999,1295799109.01100400,1257000,23270.11723000,632925807.49257740,0
2023-05-12,26968.61000000,27091.12000000,25811.46000000,26795.01000000,67207.93494000,2023-05-12 23:59:59.999,1777052127.73109300,1351633,33147.27251000,876487224.25504230,0
2023-05-13,26795.01000000,27045.45000000,26692.03000000,26775.28000000,22814.90421000,2023-05-13 23:59:59.999,612062852.08668820,605049,10959.29947000,294038915.03262630,0
2023-05-14,26775.27000000,27200.00000000,26560.53000000,26917.62000000,21594.80360000,2023-05-14 23:59:59.999,580801698.00026930,629537,10672.14983000,287060095.33152760,0
2023-05-15,26917.61000000,27663.59000000,26726.00000000,27162.14000000,40430.08333000,2023-05-15 23:59:59.999,1104633264.13157390,935914,19301.24631000,527237637.33101340,0
2023-05-16,27162.15000000,27296.89000000,26852.11000000,27033.84000000,33270.45451000,2023-05-16 23:59:59.999,900273404.60103310,815642,15970.99932000,432214355.05613440,0
2023-05-17,27033.85000000,27500.00000000,26544.71000000,27405.61000000,42958.97785000,2023-05-17 23:59:59.999,1159714527.63526350,1016823,21634.02212000,584185553.79130670,0
2023-05-18,27405.62000000,27485.33000000,26361.20000000,26821.28000000,49198.65143000,2023-05-18 23:59:59.999,1330745572.69463720,1057318,23659.89374000,640128055.90684370,0
2023-05-19,26821.28000000,27183.60000000,26630.00000000,26880.26000000,28754.13544000,2023-05-19 23:59:59.999,772864757.16330480,756295,13622.24812000,366169697.38708070,0
2023-05-20,26880.26000000,27150.00000000,26825.11000000,27102.43000000,14434.54718000,2023-05-20 23:59:59.999,389225653.74516690,481382,6769.94368000,182562924.63416340,0
2023-05-21,27102.42000000,27277.55000000,26666.03000000,26747.78000000,21347.87279000,2023-05-21 23:59:59.999,575213570.27944220,568937,9855.43959000,265526847.33206750,0
2023-05-22,26747.78000000,27099.89000000,26538.21000000,26849.27000000,26458.83828000,2023-05-22 23:59:59.999,709594996.72427440,717111,12639.67925000,338982776.45968190,0
2023-05-23,26849.28000000,27495.83000000,26798.11000000,27219.61000000,38700.83858000,2023-05-23 23:59:59.999,1054565781.60237520,816399,18966.20117000,516737777.26524950,0
2023-05-24,27219.61000000,27219.61000000,26080.50000000,26329.01000000,54393.06570000,2023-05-24 23:59:59.999,1442636235.45435520,1012767,26698.91191000,707870181.81634380,0
2023-05-25,26329.00000000,26631.98000000,25871.89000000,26473.79000000,37435.44895000,2023-05-25 23:59:59.999,984117789.70176120,753125,17773.08882000,467287939.93959180,0
2023-05-26,26473.80000000,26932.16000000,26327.24000000,26705.92000000,35061.18713000,2023-05-26 23:59:59.999,932817724.59401000,655755,16507.37461000,439209106.74467190,0
2023-05-27,26705.93000000,26895.00000000,26551.00000000,26854.27000000,15095.68670000,2023-05-27 23:59:59.999,403337263.03449080,415694,7152.30076000,191116596.77267230,0
2023-05-28,26854.28000000,28261.32000000,26764.36000000,28065.00000000,43916.00855000,2023-05-28 23:59:59.999,1205762341.97049520,843861,23346.55866000,640869473.60044430,0
2023-05-29,28065.01000000,28447.14000000,27524.60000000,27736.40000000,42385.41945000,2023-05-29 23:59:59.999,1182678581.63466910,805579,20199.85331000,563722083.65919410,0
2023-05-30,27736.39000000,27754.89000000,27732.55000000,27754.88000000,137.23284000,2023-05-30 23:59:59.999,3807371.39754080,3120,47.69027000,1323045.55784560,0
